年纪,工作性质,家庭收入,学位,婚姻状况,工作类型,家庭情况,族裔,性别,工作地点,标签
54,Government,154914,Bachelor,Single,Contract,Living with Family,Other,Male,Rural,1
26,Government,139541,Bachelor,Single,Full-time,Living with Roommates,Hispanic,Female,Rural,1
30,Unemployed,101949,Bachelor,Single,Full-time,Living with Roommates,Other,Female,Rural,1
68,Government,113300,PhD,Divorced,Contract,Living with Roommates,Hispanic,Male,Urban,1
32,Government,126835,Master,Divorced,Contract,Living with Roommates,White,Male,Urban,1
48,Unemployed,167484,Bachelor,Single,Full-time,Living with Family,White,Male,Urban,1
50,Self-emp,15129,Master,Single,Contract,Living with Roommates,Other,Female,Urban,0
39,Self-emp,163935,Master,Widowed,Intern,Living with Roommates,Asian,Female,Suburban,1
26,Private,94651,Master,Widowed,Part-time,Living with Family,White,Female,Rural,1
67,Government,182954,PhD,Married,Full-time,Living with Roommates,Black,Male,Urban,1
46,Self-emp,36894,Highschool,Widowed,Full-time,Living with Roommates,White,Male,Suburban,0
26,Private,11195,PhD,Widowed,Contract,Living with Roommates,Black,Female,Suburban,0
35,Private,175167,PhD,Married,Full-time,Living with Roommates,Black,Male,Suburban,1
18,Self-emp,115136,Highschool,Married,Full-time,Living with Family,Black,Male,Suburban,1
27,Self-emp,43296,Master,Married,Full-time,Living Alone,Asian,Female,Suburban,0
54,Self-emp,33248,Bachelor,Divorced,Part-time,Living with Family,Hispanic,Female,Urban,0
51,Government,13354,Highschool,Married,Part-time,Living with Roommates,Hispanic,Female,Urban,0
60,Private,109652,Highschool,Single,Intern,Living with Family,Black,Male,Suburban,1
35,Government,17805,Highschool,Married,Part-time,Living with Family,Hispanic,Male,Urban,0
55,Government,36932,Highschool,Married,Intern,Living with Family,Other,Male,Urban,0
25,Self-emp,126178,Master,Married,Part-time,Living with Family,Hispanic,Male,Urban,1
23,Private,108403,Highschool,Divorced,Part-time,Living with Family,Black,Female,Suburban,1
42,Unemployed,156672,PhD,Widowed,Full-time,Living with Family,White,Female,Urban,1
27,Government,110556,Bachelor,Widowed,Full-time,Living with Family,Black,Male,Urban,1
56,Unemployed,46269,Master,Single,Full-time,Living Alone,Asian,Female,Urban,0
18,Private,132686,Highschool,Widowed,Full-time,Living with Roommates,Hispanic,Female,Rural,1
34,Unemployed,31867,Master,Single,Full-time,Living with Roommates,Black,Male,Urban,0
34,Self-emp,161807,Highschool,Divorced,Intern,Living with Roommates,White,Female,Urban,1
44,Private,51508,Highschool,Widowed,Full-time,Living with Family,Asian,Female,Rural,1
59,Unemployed,180460,Bachelor,Divorced,Part-time,Living with Roommates,Asian,Female,Urban,1
44,Private,116723,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Male,Rural,1
18,Unemployed,17436,Highschool,Divorced,Full-time,Living with Family,Asian,Male,Rural,0
62,Unemployed,187608,Bachelor,Divorced,Intern,Living with Family,Asian,Female,Urban,1
55,Private,102254,Highschool,Single,Contract,Living with Roommates,Black,Female,Suburban,1
22,Self-emp,122654,Master,Married,Contract,Living with Family,Hispanic,Female,Rural,1
68,Self-emp,80994,PhD,Divorced,Intern,Living with Roommates,Other,Female,Urban,1
35,Self-emp,31139,Master,Widowed,Full-time,Living with Roommates,Hispanic,Female,Urban,0
64,Government,48768,PhD,Single,Contract,Living Alone,Black,Male,Urban,0
18,Self-emp,86901,Master,Divorced,Intern,Living with Roommates,Hispanic,Male,Urban,1
47,Government,182831,Highschool,Married,Contract,Living Alone,White,Male,Urban,1
51,Unemployed,147976,Master,Widowed,Full-time,Living with Roommates,White,Female,Rural,1
24,Self-emp,62409,Master,Single,Contract,Living with Roommates,Black,Female,Suburban,1
27,Self-emp,119665,Highschool,Widowed,Contract,Living Alone,Hispanic,Female,Suburban,1
61,Unemployed,29098,PhD,Single,Contract,Living with Family,Other,Male,Suburban,0
18,Unemployed,108068,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Female,Urban,1
55,Unemployed,23361,PhD,Divorced,Contract,Living with Family,Other,Male,Rural,0
28,Unemployed,153276,Highschool,Widowed,Intern,Living with Roommates,White,Female,Suburban,1
28,Unemployed,152090,Bachelor,Married,Contract,Living with Roommates,Hispanic,Female,Urban,1
36,Government,183458,Highschool,Married,Part-time,Living with Family,Hispanic,Female,Urban,1
70,Unemployed,186557,PhD,Widowed,Contract,Living with Family,White,Female,Rural,1
56,Self-emp,16556,PhD,Married,Intern,Living Alone,Asian,Male,Urban,0
54,Unemployed,79775,Bachelor,Married,Full-time,Living Alone,Other,Male,Urban,1
21,Self-emp,142337,Master,Single,Full-time,Living Alone,Black,Male,Urban,1
26,Private,44528,Highschool,Married,Full-time,Living with Family,Asian,Male,Rural,0
22,Private,83724,PhD,Widowed,Part-time,Living with Family,Hispanic,Female,Urban,1
59,Self-emp,20343,Bachelor,Single,Full-time,Living Alone,Black,Male,Suburban,0
24,Unemployed,184346,Master,Divorced,Full-time,Living with Family,Hispanic,Male,Urban,1
61,Self-emp,91080,PhD,Married,Part-time,Living Alone,Black,Female,Suburban,1
25,Self-emp,78073,Bachelor,Widowed,Part-time,Living with Family,Other,Male,Urban,1
34,Self-emp,65243,PhD,Widowed,Intern,Living Alone,Black,Male,Suburban,1
62,Unemployed,143474,Master,Divorced,Full-time,Living with Family,Hispanic,Female,Rural,1
32,Unemployed,173121,Master,Widowed,Intern,Living with Family,Other,Female,Rural,1
35,Government,186253,PhD,Married,Intern,Living Alone,Asian,Female,Rural,1
41,Private,161521,Bachelor,Single,Intern,Living with Roommates,Asian,Male,Rural,1
58,Government,108305,PhD,Single,Contract,Living Alone,Asian,Male,Rural,1
31,Self-emp,65599,Highschool,Divorced,Part-time,Living with Roommates,Hispanic,Female,Suburban,1
54,Private,184420,Highschool,Widowed,Contract,Living with Roommates,Asian,Female,Urban,1
56,Government,58606,PhD,Divorced,Part-time,Living with Family,Black,Male,Rural,1
18,Private,42697,Bachelor,Married,Part-time,Living Alone,White,Male,Suburban,0
70,Private,107196,Highschool,Single,Intern,Living Alone,Hispanic,Male,Suburban,1
42,Private,179689,PhD,Single,Part-time,Living with Roommates,White,Male,Rural,1
36,Self-emp,92528,Bachelor,Widowed,Part-time,Living with Roommates,Asian,Male,Rural,1
42,Private,74573,Bachelor,Single,Intern,Living Alone,Hispanic,Female,Rural,1
27,Government,57203,PhD,Divorced,Full-time,Living Alone,Black,Female,Urban,1
70,Self-emp,105593,Master,Divorced,Intern,Living with Roommates,Black,Female,Rural,1
25,Private,119719,Highschool,Married,Part-time,Living with Roommates,White,Male,Urban,1
58,Government,46675,PhD,Divorced,Full-time,Living with Roommates,Asian,Male,Rural,0
53,Unemployed,44730,Highschool,Divorced,Intern,Living with Roommates,Hispanic,Male,Rural,0
20,Government,198670,Master,Single,Full-time,Living Alone,Black,Female,Suburban,1
67,Government,50964,PhD,Widowed,Contract,Living Alone,Black,Male,Rural,1
35,Private,78137,PhD,Widowed,Contract,Living with Roommates,Black,Male,Urban,1
67,Private,159052,Master,Married,Part-time,Living with Family,Hispanic,Female,Rural,1
54,Self-emp,185964,Master,Widowed,Part-time,Living with Family,Other,Male,Urban,1
46,Government,138586,Master,Widowed,Full-time,Living with Family,White,Male,Suburban,1
60,Government,173331,Bachelor,Widowed,Full-time,Living Alone,Other,Male,Rural,1
69,Unemployed,156504,Highschool,Married,Contract,Living Alone,White,Female,Rural,1
45,Private,70477,Master,Widowed,Full-time,Living Alone,Hispanic,Male,Urban,1
18,Self-emp,185656,Bachelor,Married,Contract,Living with Family,Hispanic,Male,Suburban,1
18,Self-emp,36795,PhD,Single,Intern,Living with Roommates,Other,Male,Urban,0
62,Unemployed,37063,Master,Single,Part-time,Living Alone,Hispanic,Male,Rural,0
38,Self-emp,10486,Master,Widowed,Contract,Living with Roommates,White,Female,Urban,0
21,Unemployed,128265,Bachelor,Widowed,Part-time,Living with Roommates,Hispanic,Female,Suburban,1
44,Self-emp,186979,Highschool,Married,Full-time,Living Alone,Other,Male,Urban,1
33,Unemployed,153660,Bachelor,Married,Part-time,Living with Roommates,White,Female,Rural,1
52,Self-emp,99477,Bachelor,Widowed,Contract,Living with Family,Other,Female,Suburban,1
29,Government,188425,Highschool,Married,Full-time,Living with Family,Black,Female,Rural,1
59,Unemployed,162969,Bachelor,Single,Part-time,Living Alone,Black,Male,Urban,1
47,Self-emp,142592,PhD,Divorced,Intern,Living with Roommates,Asian,Male,Urban,1
21,Government,62271,Highschool,Widowed,Full-time,Living Alone,Hispanic,Female,Suburban,1
37,Private,16772,Highschool,Married,Full-time,Living Alone,Black,Female,Suburban,0
61,Unemployed,174759,Master,Married,Part-time,Living with Family,Black,Female,Rural,1
63,Government,199512,Master,Single,Contract,Living with Family,White,Male,Rural,1
32,Unemployed,137803,PhD,Married,Full-time,Living Alone,Other,Female,Urban,1
56,Unemployed,49058,Master,Single,Intern,Living with Roommates,Hispanic,Male,Urban,0
60,Government,22127,PhD,Single,Part-time,Living with Roommates,White,Female,Urban,0
43,Private,128047,Bachelor,Married,Contract,Living with Roommates,Hispanic,Male,Suburban,1
61,Private,62610,PhD,Widowed,Part-time,Living with Family,Black,Male,Urban,1
27,Self-emp,158824,Bachelor,Divorced,Contract,Living Alone,Other,Female,Rural,1
44,Government,20764,Master,Married,Part-time,Living with Family,Hispanic,Male,Suburban,0
31,Self-emp,106951,PhD,Widowed,Contract,Living with Roommates,Asian,Male,Suburban,1
52,Unemployed,54603,Highschool,Married,Contract,Living with Family,Black,Female,Rural,1
28,Self-emp,77798,Master,Divorced,Contract,Living with Family,Hispanic,Male,Urban,1
41,Private,77562,Bachelor,Married,Contract,Living Alone,Black,Female,Urban,1
53,Private,147880,PhD,Widowed,Part-time,Living Alone,White,Male,Rural,1
19,Government,122902,Highschool,Married,Full-time,Living with Roommates,White,Female,Urban,1
56,Unemployed,174110,Bachelor,Widowed,Contract,Living Alone,Asian,Female,Suburban,1
68,Self-emp,143715,Master,Widowed,Intern,Living with Roommates,Asian,Male,Rural,1
47,Private,23308,PhD,Single,Full-time,Living with Roommates,Black,Female,Urban,0
32,Government,140969,Bachelor,Married,Part-time,Living with Family,Black,Male,Rural,1
21,Private,124668,PhD,Single,Part-time,Living with Family,Black,Male,Suburban,1
38,Unemployed,123563,Highschool,Single,Part-time,Living with Family,Black,Female,Rural,1
46,Self-emp,92144,Master,Widowed,Part-time,Living with Family,White,Female,Rural,1
65,Private,153650,PhD,Widowed,Contract,Living with Family,Asian,Female,Suburban,1
55,Private,151231,PhD,Widowed,Part-time,Living with Family,Black,Male,Urban,1
25,Unemployed,193752,PhD,Single,Intern,Living Alone,Asian,Female,Suburban,1
49,Unemployed,46265,Highschool,Married,Contract,Living Alone,Asian,Female,Urban,0
43,Private,89094,Highschool,Divorced,Full-time,Living with Roommates,Hispanic,Female,Rural,1
57,Unemployed,83836,Highschool,Divorced,Intern,Living with Family,Hispanic,Male,Urban,1
32,Government,51931,Master,Married,Contract,Living with Family,White,Female,Urban,1
68,Private,42591,Bachelor,Single,Intern,Living Alone,Hispanic,Male,Urban,0
55,Government,103794,PhD,Divorced,Full-time,Living with Roommates,Black,Male,Urban,1
25,Government,194850,Highschool,Married,Intern,Living with Family,White,Male,Rural,1
55,Government,33025,Highschool,Married,Contract,Living with Roommates,Asian,Male,Urban,0
51,Self-emp,124482,PhD,Widowed,Part-time,Living with Family,Asian,Male,Rural,1
48,Government,180958,PhD,Married,Part-time,Living Alone,Hispanic,Female,Rural,1
22,Private,41339,PhD,Single,Contract,Living with Family,Asian,Female,Urban,0
50,Unemployed,148830,Highschool,Divorced,Intern,Living Alone,White,Male,Urban,1
24,Self-emp,149924,Highschool,Single,Intern,Living Alone,White,Female,Suburban,1
57,Self-emp,143066,Master,Divorced,Full-time,Living Alone,White,Female,Urban,1
45,Government,178595,Bachelor,Married,Intern,Living with Roommates,White,Male,Urban,1
64,Unemployed,35513,Master,Widowed,Full-time,Living with Roommates,Other,Male,Rural,0
36,Government,48883,Bachelor,Single,Part-time,Living Alone,Black,Male,Rural,0
52,Unemployed,156442,Highschool,Married,Intern,Living with Roommates,Other,Male,Urban,1
66,Self-emp,17668,Bachelor,Widowed,Full-time,Living with Roommates,Hispanic,Female,Suburban,0
40,Private,74670,Master,Divorced,Full-time,Living Alone,White,Male,Urban,1
39,Government,177098,Highschool,Single,Part-time,Living Alone,Black,Female,Suburban,1
53,Unemployed,53117,PhD,Single,Full-time,Living with Roommates,Hispanic,Male,Rural,1
65,Government,32998,Highschool,Single,Intern,Living with Family,Hispanic,Female,Urban,0
57,Unemployed,61565,Highschool,Divorced,Intern,Living with Roommates,Asian,Female,Rural,1
24,Unemployed,22895,PhD,Divorced,Intern,Living Alone,Asian,Female,Rural,0
45,Private,176880,Master,Divorced,Full-time,Living with Roommates,Black,Female,Rural,1
63,Self-emp,180620,Master,Single,Intern,Living Alone,White,Female,Suburban,1
50,Unemployed,77164,PhD,Widowed,Full-time,Living with Roommates,White,Male,Urban,1
45,Self-emp,58573,Highschool,Widowed,Intern,Living with Roommates,Black,Female,Rural,1
50,Unemployed,25782,Master,Widowed,Intern,Living Alone,Hispanic,Female,Rural,0
55,Government,29722,Bachelor,Divorced,Part-time,Living with Roommates,Hispanic,Female,Rural,0
30,Private,134399,Highschool,Single,Full-time,Living with Roommates,Asian,Female,Rural,1
65,Unemployed,152932,Bachelor,Single,Contract,Living with Family,Hispanic,Female,Rural,1
69,Private,164326,PhD,Married,Contract,Living with Family,Black,Female,Suburban,1
47,Unemployed,102827,PhD,Divorced,Intern,Living Alone,Hispanic,Male,Rural,1
30,Self-emp,179826,Highschool,Widowed,Contract,Living Alone,Asian,Male,Suburban,1
57,Government,50958,Master,Widowed,Full-time,Living Alone,Black,Female,Urban,1
62,Self-emp,126150,Highschool,Single,Full-time,Living with Family,Other,Female,Rural,1
47,Unemployed,170739,Bachelor,Single,Intern,Living with Family,White,Female,Suburban,1
44,Self-emp,44073,Master,Single,Contract,Living with Roommates,Asian,Male,Rural,0
65,Government,32382,Highschool,Married,Part-time,Living with Family,Other,Male,Urban,0
59,Unemployed,196076,Bachelor,Married,Intern,Living Alone,Hispanic,Male,Urban,1
25,Self-emp,175185,Highschool,Widowed,Intern,Living Alone,Hispanic,Male,Suburban,1
63,Unemployed,115735,Bachelor,Widowed,Full-time,Living with Roommates,Black,Female,Rural,1
35,Self-emp,189577,Master,Married,Intern,Living with Family,Asian,Female,Rural,1
32,Self-emp,194743,Master,Single,Part-time,Living with Family,Other,Female,Suburban,1
33,Unemployed,32896,PhD,Widowed,Contract,Living with Roommates,Black,Male,Suburban,0
57,Self-emp,184378,Bachelor,Married,Part-time,Living with Family,White,Female,Suburban,1
20,Private,154161,Master,Widowed,Part-time,Living Alone,Other,Male,Rural,1
40,Private,33787,Master,Divorced,Part-time,Living Alone,Asian,Male,Suburban,0
47,Self-emp,76553,Master,Married,Intern,Living with Family,Black,Male,Rural,1
61,Unemployed,91504,Master,Single,Intern,Living with Roommates,Other,Male,Rural,1
36,Private,119214,Highschool,Married,Part-time,Living Alone,Asian,Male,Urban,1
66,Self-emp,92592,Bachelor,Married,Contract,Living with Roommates,White,Male,Rural,1
61,Unemployed,172445,Bachelor,Married,Intern,Living with Family,Hispanic,Male,Rural,1
24,Private,144046,Bachelor,Married,Intern,Living with Roommates,White,Female,Urban,1
69,Government,57814,Master,Widowed,Full-time,Living with Family,Hispanic,Female,Urban,1
46,Private,53757,Highschool,Married,Intern,Living with Roommates,Hispanic,Female,Suburban,1
55,Self-emp,54112,Master,Married,Contract,Living with Roommates,Black,Male,Suburban,1
33,Self-emp,121149,Bachelor,Divorced,Part-time,Living with Roommates,White,Male,Rural,1
31,Unemployed,174988,Master,Widowed,Contract,Living with Family,Black,Male,Suburban,1
44,Unemployed,69271,Master,Single,Contract,Living Alone,Black,Male,Suburban,1
41,Government,99706,Master,Widowed,Intern,Living with Family,White,Male,Suburban,1
47,Unemployed,125807,Bachelor,Widowed,Part-time,Living with Roommates,Asian,Female,Rural,1
51,Private,34217,Master,Married,Intern,Living with Family,Asian,Female,Urban,0
34,Unemployed,64487,Bachelor,Divorced,Full-time,Living with Roommates,White,Female,Urban,1
62,Unemployed,50235,Master,Divorced,Full-time,Living with Roommates,Black,Female,Urban,1
45,Unemployed,106624,Master,Divorced,Contract,Living Alone,Black,Female,Rural,1
43,Government,14609,Bachelor,Divorced,Contract,Living Alone,White,Male,Urban,0
63,Private,102151,Bachelor,Widowed,Intern,Living with Roommates,White,Female,Suburban,1
47,Government,23005,Bachelor,Single,Intern,Living Alone,Other,Female,Urban,0
25,Private,107091,Bachelor,Widowed,Part-time,Living with Roommates,Hispanic,Male,Rural,1
36,Self-emp,106032,Highschool,Married,Full-time,Living with Roommates,Other,Female,Urban,1
40,Government,46467,PhD,Married,Contract,Living Alone,White,Male,Urban,0
54,Self-emp,167129,PhD,Widowed,Full-time,Living with Roommates,White,Female,Suburban,1
21,Private,13797,Master,Widowed,Part-time,Living with Roommates,Hispanic,Female,Suburban,0
69,Government,43495,Bachelor,Divorced,Contract,Living with Roommates,Asian,Male,Urban,0
36,Private,133439,Highschool,Widowed,Full-time,Living with Family,Hispanic,Female,Rural,1
